num_leaves,learning_rate,n_estimators,cv_auroc_mean,cv_auroc_std
31,0.05,400,0.767044499110174,0.020120524707828855
63,0.05,400,0.7824034741928783,0.016895622365524936
31,0.1,250,0.7382303927464897,0.03183022574381372
63,0.1,250,0.7433054957875304,0.026391573995082424
